bunny copy #1
0.19851 -0.244661 0.17223
0.198219 -0.255937 0.164845
-0.26897 -0.0420924 -0.318451
0.191711 -0.266614 0.170864
0.064574 -0.228418 -0.352205
-0.254305 -0.0128259 -0.321291
0.137998 -0.491993 -0.156458
0.0472195 -0.227809 0.367531
0.191715 -0.301815 0.164971
-0.111115 -0.487835 -0.217529
-0.271357 -0.405124 -0.220382
-0.261637 -0.399104 -0.218192
0.185931 -0.313423 0.168637
0.184201 -0.338605 0.168873
0.178494 -0.372559 0.169922
-0.374338 -0.224799 0.122829
0.0313028 0.299 -0.379303
-0.23711 0.056238 0.205266
0.137221 -0.467869 0.175743
0.0275664 0.074612 -0.40084
-0.376415 -0.212615 0.120504
-0.345115 -0.079113 0.0672398
-0.0584608 0.279102 -0.173654
0.061377 -0.328125 -0.207187
-0.121306 -0.0177859 -0.447483
0.114863 -0.0059336 0.174295
0.190807 -0.141472 0.176898
-0.291401 -0.0345814 0.221492
-0.0371254 -0.492023 -0.234253
-0.311904 -0.0705615 0.217524
0.192106 -0.165311 0.175303
-0.31329 -0.0662575 0.208055
-0.271801 0.0233887 0.138434
0.195862 -0.18627 0.174949
-0.368374 -0.137855 0.146276
0.199747 -0.196586 0.169389
0.0230312 -0.274605 -0.331776
0.199926 -0.220812 0.171375
0.0519601 -0.295193 0.35797
-0.283134 -0.0098672 0.122311
-0.381149 -0.220931 0.112736
-0.276256 0.0150563 0.132214
-0.279069 0.0141233 0.121955
-0.37634 -0.143055 0.0697667
-0.267395 -0.463872 -0.029358
0.191716 -0.290288 0.171739
0.0411517 -0.40914 0.291567
0.187835 -0.302316 0.176998
-0.376418 -0.151175 0.0938753
0.182305 -0.325936 0.173518
-0.378646 -0.163321 0.0927381
-0.314665 -0.432242 0.0849141
-0.311447 -0.420112 0.0900435
-0.105452 0.288579 -0.408202
-0.360127 -0.35092 0.0951838
0.126497 -0.488591 -0.0679998
0.181154 -0.361663 0.174576
0.174915 -0.371702 0.181259
-0.375261 -0.262877 0.0917444
0.173525 -0.382577 0.173014
0.166884 -0.393429 0.176791
0.155261 -0.4104 0.173258
-0.358318 -0.361994 0.0881609
-0.0640266 0.278659 -0.418269
0.150633 -0.422469 0.173256
0.0601164 0.0346282 -0.305252
0.141644 -0.444164 0.175789
0.13848 -0.455956 0.178446
-0.192212 -0.103943 0.373297
0.0886936 -0.374042 0.300248
0.0844743 -0.385553 0.296743
-0.367021 -0.282784 0.147761
0.0666377 -0.314775 -0.204475
0.0471583 -0.379357 -0.205477
-0.355905 -0.34056 0.128264
-0.352401 -0.348087 0.140739
0.117856 -0.0217762 0.17379
-0.349541 -0.360342 0.15002
-0.352763 -0.36529 0.136263
0.0844706 -0.343897 0.31339
0.058233 -0.401207 -0.177755
0.0561962 -0.386483 -0.181896
0.189368 -0.154557 0.182409
0.191019 -0.176912 0.18056
-0.0519408 0.0845105 -0.476872
0.194922 -0.233096 0.178099
0.377477 0.364512 -0.287298
-0.0821581 -0.464117 -0.0603476
-0.0162221 0.252604 -0.145285
0.0469717 0.284587 -0.126921
-0.0968479 -0.219503 -0.422999
0.194216 -0.255694 0.178413
0.18843 -0.278333 0.177479
-0.271147 0.219141 -0.313399
-0.198507 -0.314557 0.442842
0.187286 -0.290418 0.184018
0.181558 -0.336166 0.179426
-0.107872 -0.0591205 0.381082
-0.0694439 0.0523555 -0.48451
-0.119455 -0.059958 0.379502
-0.223521 0.262165 -0.415285
-0.011528 -0.212521 0.397327
-0.293201 -0.484493 0.108415
-0.0444115 -0.0264468 -0.443389
0.145822 -0.434168 0.181073
0.237666 -0.148616 0.00593444
-0.019782 0.195708 -0.220409
0.0105298 -0.209084 0.389314
0.111642 -0.205844 -0.27657
0.00339769 -0.197757 0.392544
0.0148773 0.272379 -0.224357
0.00820356 -0.185273 0.389297
0.187548 -0.143443 0.189725
0.187438 -0.167137 0.18749
0.04963 -0.074773 0.35096
-0.102515 -0.483386 -0.190871
0.191136 -0.186593 0.185285
0.194033 -0.196514 0.181906
0.106156 -0.478354 0.0143663
0.196329 -0.208091 0.176726
0.116702 -0.487645 0.0137861
0.19063 -0.220563 0.183473
0.000668055 -0.173737 0.391163
-0.214139 -0.455687 0.150997
0.193286 -0.24438 0.1854
-0.0237596 -0.461427 -0.0382534
-0.00661097 -0.465943 0.297908
-0.0738816 -0.216286 0.4068
0.190179 -0.266858 0.184539
-0.0401065 -0.0338673 0.371654
-0.0426288 -0.024715 0.366584
0.186917 -0.278414 0.191013
0.181673 -0.314157 0.181134
0.0311235 0.0846945 -0.0124596
-0.0504928 -0.0332427 0.371996
0.181996 -0.348018 0.178312
0.00312386 -0.338199 0.455007
-0.0373899 -0.366595 0.471798
0.169129 -0.383056 0.185663
0.162834 -0.393999 0.18945
0.152867 -0.412324 0.183308
0.149292 -0.422736 0.188168
0.218011 0.246449 -0.34521
0.140551 -0.444096 0.18718
0.102502 -0.223798 -0.287842
0.0700081 -0.302507 -0.202048
-0.365074 -0.189195 0.161342
0.114611 -0.016877 0.182771
-0.0965274 0.103569 -0.0507291
0.0254841 0.088819 -0.00234238
-0.1068 0.100532 -0.0569695
0.134398 -0.0198126 0.080849
0.130533 -0.170182 -0.13829
-0.0740033 0.120873 0.0147376
-0.11767 0.097272 -0.0634993
-0.129754 0.093067 -0.0693192
-0.1414 0.0873965 -0.0744314
-0.0340164 0.119971 0.0290203
-0.0613623 0.121661 0.0210246
-0.157938 0.103671 -0.00764128
-0.168287 0.0953075 -0.0149598
0.0598271 0.0278304 -0.31514
0.185788 -0.156435 0.194971
-0.0170003 0.126395 0.0834886
0.186425 -0.179636 0.192185
0.326386 0.318041 -0.300533
0.188874 -0.244662 0.198659
0.191893 -0.255845 0.191788
-0.0789936 0.111204 -0.486653
0.188672 -0.26691 0.197685
0.00592083 -0.232179 -0.400743
-0.226237 0.0797685 -0.21765
-0.24968 -0.417105 -0.293162
0.183213 -0.302718 0.189205
-0.290742 -0.176438 -0.310637
-0.201473 -0.461165 0.269975
-0.287075 -0.175794 -0.32026
0.177946 -0.315176 0.193847
0.179005 -0.327021 0.186149
0.179183 -0.340927 0.1896
0.176953 -0.357754 0.189623
-0.0279727 -0.46159 -0.0528892
0.1696 -0.371675 0.194069
0.155396 -0.403728 0.191936
-0.239454 -0.341947 -0.201815
0.144412 -0.432898 0.194677
0.135225 -0.454309 0.192998
-0.291885 -0.164037 -0.317076
0.00957664 0.257553 -0.228567
-0.294228 -0.148399 -0.318378
0.0435143 -0.370828 -0.215102
0.0980342 -0.193793 0.333605
0.0895781 -0.459566 0.0195263
0.0538985 -0.410962 -0.197825
-0.295112 -0.085913 -0.0491027
-0.0116245 -0.471895 0.285625
0.135388 0.244622 -0.364701
-0.288721 -0.107191 -0.312215
-0.292132 -0.122185 -0.316128
0.0936278 -0.269868 -0.163525
-0.282397 -0.0918995 -0.315431
0.183003 -0.16941 0.200157
0.187698 -0.19365 0.195507
-0.279809 -0.064777 -0.310634
0.115772 0.0126407 0.155832
-0.275582 -0.0495535 -0.309534
-0.270744 -0.0389734 -0.307833
0.189757 -0.20739 0.189753
-0.264255 -0.0292217 -0.311775
-0.258567 -0.0228109 -0.31983
0.184049 -0.21907 0.199757
-0.253218 -0.00455 -0.311901
0.188541 -0.232685 0.191755
-0.368217 -0.257995 0.138484
0.119112 0.0032556 0.148204
0.0600692 -0.20368 0.35873
0.184998 -0.265487 0.207781
0.143988 -0.062611 -0.0481547
0.183707 -0.29077 0.197009
-0.316009 -0.117319 0.255763
0.123154 0.29221 -0.2883
0.179859 -0.303556 0.201888
-0.361883 -0.332097 0.118309
0.174701 -0.31544 0.206147
0.175691 -0.329551 0.200231
0.164392 -0.383503 0.198327
-0.309159 -0.0598885 0.218447
0.15056 -0.412838 0.193678
0.146504 -0.419874 0.202368
-0.372442 -0.310217 0.112194
0.137947 -0.442637 0.200454
0.0108168 0.0332981 -0.408803
0.0791321 -0.281323 -0.200842
-0.342522 -0.100502 0.166288
0.125535 -0.187885 -0.246521
-0.0508046 -0.451986 0.377833
0.0589774 -0.424139 -0.194741
0.0544863 -0.421058 -0.206818
-0.349263 -0.107611 0.157921
-0.00111406 -0.210378 0.394378
-0.375153 -0.244088 0.115188
-0.0926342 -0.480976 0.213209
-0.0638785 -0.468591 0.0947919
-0.368815 -0.3177 0.13174
0.181615 -0.183189 0.204786
0.184893 -0.20547 0.20174
-0.372844 -0.267897 0.0792019
-0.373268 -0.274466 0.0888683
0.183061 -0.2338 0.205762
-0.209762 0.0601055 -0.0481894
-0.251057 0.0651005 0.090941
0.187671 -0.256099 0.203926
0.162448 -0.416458 0.116662
-0.356649 -0.33281 0.0848435
0.182161 -0.123967 -0.0739876
0.183208 -0.277628 0.205506
0.175164 -0.304466 0.2139
-0.385393 -0.236667 0.0936984
-0.384489 -0.241998 0.0819367
0.172096 -0.324984 0.211189
-0.386904 -0.230845 0.0840406
-0.287815 -0.484736 0.122326
-0.0221808 -0.458976 0.0722757
-0.0966248 -0.486578 -0.212614
0.173394 -0.33661 0.212907
-0.343076 -0.366455 0.171599
0.175769 -0.346492 0.202526
-0.318266 -0.070056 0.153856
0.170728 -0.361549 0.204911
0.165048 -0.373304 0.205745
0.15678 -0.394315 0.201775
-0.369044 -0.186142 0.147681
-0.370256 -0.212362 0.156124
0.149557 -0.405787 0.202937
0.0987432 -0.264968 0.325489
0.140932 -0.431379 0.207653
0.0499883 -0.365627 -0.204983
-0.372513 -0.220821 0.145299
0.0820997 -0.255175 -0.287398
-0.370635 -0.247097 0.14945
0.17502 0.267971 -0.370384
0.117618 0.0145824 0.144989
0.0901138 -0.260096 0.333733
-0.366117 -0.26838 0.148914
0.0598922 -0.315085 -0.215752
-0.280229 -0.469655 0.223517
0.0784732 0.331023 -0.117863
-0.00844535 -0.461338 -0.0345302
0.106503 -0.235939 -0.170087
-0.355696 -0.112491 0.148163
0.298352 0.278253 -0.341646
0.102418 -0.250161 -0.173623
-0.381182 -0.198204 0.104221
0.176242 -0.171661 0.214166
-0.0941355 0.200185 -0.210957
-0.209935 0.048521 -0.0821093
-0.0864312 0.186263 -0.205502
-0.301612 -0.32412 0.26157
0.0754652 0.402211 -0.0387375
0.175906 -0.187224 0.217116
0.000436661 -0.150582 0.394176
0.106526 -0.4029 -0.133275
-0.227659 -0.455184 0.109275
0.181111 -0.196739 0.209164
-0.127212 -0.123087 0.396446
-0.22378 0.0625495 -0.48813
0.0488191 0.377551 -0.0697999
0.177546 -0.236609 0.218805
0.18217 -0.257637 0.214453
0.180187 -0.26896 0.216465
0.179535 -0.291941 0.210053
0.0544681 0.391048 -0.0657994
0.0908225 -0.273448 0.332762
0.0736575 -0.261387 0.35036
0.112394 -0.473582 -0.0601515
0.0715338 -0.244076 0.349392
-0.039949 -0.356744 0.476267
0.0675224 -0.3185 -0.138254
-0.125504 -0.0464642 -0.458904
0.172311 -0.35137 0.216482
0.158123 -0.38236 0.211079
0.147247 -0.394657 0.215148
-0.157766 0.082863 -0.0918089
0.141655 -0.421651 0.213673
-0.0980842 0.12184 0.0142836
-0.129943 -0.0577685 -0.462022
0.0844115 -0.274812 -0.194664
0.0698248 -0.165632 0.363922
0.0507176 -0.400171 -0.200229
-0.177842 0.077375 -0.107571
0.112418 -0.154167 -0.304222
0.0365477 0.284974 -0.0910856
-0.0493153 -0.482561 0.288013
0.0597447 -0.392132 -0.170532
0.201706 0.377088 -0.393009
-0.0875331 0.28038 -0.427633
-0.175965 0.088032 -0.0231717
-0.21801 0.186106 -0.260778
0.1717 -0.179718 0.224304
0.178822 -0.20991 0.211865
0.150488 0.472609 0.0222777
-0.0497341 0.13325 0.0913466
0.177112 -0.223482 0.214475
-0.337442 -0.482479 -0.0694143
0.177375 -0.281214 0.218803
0.261696 0.361356 -0.295924
0.170355 -0.315859 0.217168
-0.0791949 -0.470951 0.0949961
0.168975 -0.327577 0.220747
0.13723 -0.40318 0.224975
0.137443 -0.416895 0.22326
0.0957389 -0.46062 -0.0177757
-0.288369 -0.185789 -0.306216
0.136698 -0.429111 0.219602
0.0687807 -0.270409 -0.269719
0.114637 -0.0733985 -0.26971
-0.168328 -0.384086 -0.228252
0.0421853 0.296748 -0.0591516
-0.296586 -0.153636 -0.306435
0.0706603 -0.320069 -0.167918
-0.29986 -0.130555 -0.29934
-0.296489 -0.129228 -0.309363
0.107505 -0.466841 -0.0727421
0.0536097 -0.265392 0.364368
0.0652243 0.0094068 -0.322954
-0.287922 -0.0935195 -0.301637
-0.282371 -0.0800745 -0.305343
-0.282458 -0.0686555 -0.294481
0.0705893 -0.00165129 -0.321077
-0.274808 -0.0428411 -0.298435
-0.210677 0.161563 -0.23676
0.12332 -0.0358074 -0.16469
-0.0391949 -0.460624 0.0192234
0.0599265 -0.380814 -0.168335
-0.123661 -0.154539 -0.455112
0.0613438 -0.367954 -0.164126
0.117236 -0.489136 0.0603632
0.0525554 -0.491522 -0.267044
-0.0564137 -0.228225 0.4073
-0.1353 -0.15782 -0.451861
0.0372163 -0.42628 0.274893
-0.316643 -0.112336 0.240911
0.17422 -0.200451 0.220797
0.171848 -0.213774 0.223982
-0.072269 -0.0468285 0.378626
0.1782 -0.248867 0.222567
-0.314538 -0.0600045 0.196567
-0.307688 -0.0465686 0.194736
0.17763 -0.260475 0.225059
-0.37246 -0.124254 0.0845601
0.175657 -0.271713 0.227781
0.169815 -0.3061 0.225253
-0.243426 0.055455 0.180141
0.265069 0.270692 -0.318491
0.166186 -0.317983 0.228068
0.0286129 -0.457462 0.133455
0.0392353 -0.416837 0.284069
-0.37704 -0.155156 0.129057
-0.371802 -0.162699 0.153783
-0.373623 -0.151075 0.143654
0.0480219 -0.449845 -0.261901
0.0590107 -0.472979 -0.25409
0.169664 -0.340014 0.224915
0.0251767 -0.44574 0.267994
0.0354834 -0.437109 0.264575
0.0184648 0.0911275 -0.0134196
0.168377 -0.35296 0.230095
-0.34056 -0.391098 0.123849
-0.276032 0.0946535 -0.276039
0.0439187 -0.231181 -0.372564
0.0555447 0.294021 -0.117834
-0.339447 -0.377225 0.165904
-0.0133303 -0.46852 -0.352264
-0.376144 -0.145814 0.0820551
0.0299635 0.170635 -0.378177
-0.374933 -0.134383 0.0778456
0.0800431 -0.0222531 -0.31887
0.0206881 -0.248379 0.381643
-0.345484 -0.336195 0.180811
-0.34864 -0.341303 0.167948
-0.0531859 -0.485019 0.27449
-0.0343071 -0.489875 -0.344075
0.108627 -0.217574 -0.179822
0.13426 -0.068164 0.229322
0.169626 -0.168312 0.227126
0.169906 -0.190662 0.228388
-0.362039 -0.320184 0.0844943
0.165436 -0.217468 0.236795
0.171439 -0.22721 0.227568
-0.370402 -0.304792 0.070226
-0.366848 -0.317798 0.0721007
0.082051 0.27259 -0.291953
-0.380371 -0.249599 0.0935584
0.172658 -0.240151 0.231238
0.173673 -0.252671 0.233988
0.0108092 -0.125314 0.387547
0.173875 -0.263332 0.234684
0.0457571 0.308091 -0.0261573
0.168546 -0.296556 0.234239
0.164289 -0.30867 0.236206
-0.0515803 -0.340477 -0.26095
0.162034 -0.320642 0.23904
0.165522 -0.330005 0.231874
0.162287 -0.362457 0.237417
0.141939 -0.390341 0.2312
0.0321092 -0.293694 -0.287893
0.0841035 -0.288533 -0.165225
-0.373053 -0.284642 0.108134
0.0340852 0.310616 -0.0215742
0.0424462 -0.401816 -0.220095
0.0504398 -0.388687 -0.196168
0.130336 -0.146699 -0.175745
0.116057 -0.0250821 -0.19949
0.169899 -0.094699 0.162425
0.163422 -0.167099 0.238596
0.166455 -0.179712 0.234375
0.133064 -0.050565 0.123303
-0.0545936 -0.458802 0.365372
0.172563 -0.283827 0.231632
0.162344 -0.300155 0.243408
0.0133082 -0.114031 0.383414
0.0486677 0.404653 -0.0708573
0.161898 -0.332181 0.242806
0.165514 -0.341738 0.236375
-0.00048935 0.0956415 -0.02768
0.042497 0.419226 -0.0692314
0.164065 -0.351597 0.240493
0.148355 -0.380073 0.239617
0.30238 0.284839 -0.315847
-0.0327775 -0.466588 -0.0914474
0.108713 -0.0167498 -0.24228
0.0933065 0.43699 -0.0194953
0.0389069 0.302548 -0.193568
0.0876972 -0.278255 -0.182545
0.116583 -0.197011 -0.171292
-0.196292 0.07689 -0.0297292
0.0588435 -0.370578 -0.177699
-0.267383 -0.254963 -0.200943
0.159759 -0.178988 0.247449
-0.14769 0.137687 -0.189813
-0.136008 0.140631 -0.188628
-0.181539 0.155931 -0.21391
-0.185732 0.142865 -0.207996
0.163554 -0.192118 0.24017
0.160695 -0.205951 0.247542
0.165938 -0.231394 0.240107
-0.00570082 0.396727 -0.147705
-0.0010023 0.394107 -0.160104
0.166998 -0.244841 0.242855
0.0754502 0.323641 -0.0255021
-0.112294 0.296188 -0.353084
-0.117615 0.295929 -0.363854
0.167819 -0.259281 0.245106
0.284622 0.426201 -0.348993
0.170735 -0.272803 0.239947
-0.183638 0.0815375 -0.032067
-0.00421754 0.094647 -0.0387805
-0.259771 0.180123 -0.462239
0.201449 -0.139358 0.153044
-0.0627579 -0.314922 -0.328827
0.0468565 0.114215 -0.31729
0.164939 -0.286729 0.245478
-0.171399 -0.396384 -0.233233
0.158597 -0.323886 0.248292
-0.111525 -0.481332 0.227699
0.0226871 0.0676555 -0.407753
0.0193065 0.0570855 -0.408484
-0.153919 -0.483611 0.15631
0.0912884 -0.166428 -0.3599
0.102765 -0.475008 0.0243363
-0.263968 -0.461002 0.0230915
-0.00591933 0.223384 -0.223504
-0.137139 -0.113767 0.393939
0.10063 0.404875 -0.0805697
-0.276219 -0.210633 -0.303766
0.0855001 -0.178017 -0.364758
-0.0630843 -0.484311 0.285987
-0.282081 -0.196885 -0.308443
-0.287815 -0.189435 -0.295892
0.111564 -0.0203479 -0.230801
-0.189965 -0.0434246 0.354169
0.0549883 -0.360035 -0.196791
0.0472391 0.0908625 0.0484196
-0.294494 -0.166563 -0.303396
0.0482819 0.324989 -0.179896
0.0332627 -0.48341 0.168467
-0.297625 -0.140182 -0.308234
0.0543317 0.32232 -0.169263
-0.0553432 -0.468744 -0.079402
-0.296012 -0.118621 -0.304182
-0.294827 -0.105612 -0.297278
0.0930212 -0.343984 0.305304
0.0837402 -0.288186 -0.176257
-0.103196 -0.358446 0.486265
-0.258093 -0.485472 -0.209127
-0.279755 -0.0550875 -0.297562
0.158341 -0.192553 0.250877
0.0408728 -0.444633 0.254065
-0.216556 -0.457151 0.065893
0.0182697 -0.0249406 0.34422
-0.0525939 0.272211 -0.424254
-0.25791 -0.01646 -0.310889
-0.192469 0.0478412 -0.478485
-0.255728 -0.00909045 -0.300328
0.125878 -0.179629 -0.256712
-0.373906 -0.295783 0.11775
-0.313732 -0.102925 0.250952
-0.356549 -0.090148 0.094879
0.16274 -0.27179 0.251667
0.153788 -0.185384 0.25929
-0.28881 -0.0194087 0.102314
-0.284997 -0.00795975 0.108425
0.155505 -0.297754 0.252904
0.160928 -0.343588 0.247137
0.158042 -0.356053 0.248886
0.127604 -0.39509 0.252421
0.0479998 0.113914 -0.338824
0.111437 -0.029261 -0.239451
-0.217072 -0.368728 0.39669
-0.310517 -0.089274 0.247981
0.0954996 -0.259304 -0.181357
0.127696 -0.0542655 -0.181847
-0.207904 -0.405151 0.334846
0.0441112 0.313503 -0.186608
-0.197352 -0.426947 0.330402
-0.203314 -0.416469 0.332487
-0.000515162 0.248228 -0.265258
-0.374937 -0.146443 0.105975
0.074931 -0.308182 -0.177762
0.128252 -0.069184 -0.178057
0.0699642 -0.321829 -0.181831
-0.356279 -0.0927175 0.116191
-0.353259 -0.0865115 0.105954
0.133116 -0.092871 -0.16903
0.133927 -0.105912 -0.172722
0.154924 -0.21361 0.260882
-0.371422 -0.216623 0.132143
-0.369879 -0.208136 0.142015
-0.360812 -0.0973275 0.104987
0.160491 -0.222111 0.250148
0.161173 -0.249637 0.254006
0.106762 0.392224 0.0217371
-0.162284 -0.0268997 0.358656
-0.237005 -0.284516 0.352275
0.154136 -0.268052 0.261212
0.153081 -0.28293 0.2586
0.000156226 -0.485718 0.217701
0.120797 0.233377 -0.309307
-0.131613 -0.193542 -0.440529
-0.340679 -0.0879495 0.148387
0.0468967 0.099336 -0.338751
0.116992 -0.04118 -0.236893
-0.305757 -0.423256 0.151362
-0.33932 -0.385355 0.154805
-0.0175331 0.119937 -0.182944
-0.0383171 -0.0837815 -0.45528
-0.378947 -0.175668 0.0887508
0.0540864 -0.353559 -0.205434
-0.23411 -0.271841 0.354954
0.102068 -0.23733 -0.182779
0.119578 -0.0247793 -0.176821
-0.325722 -0.395282 0.170048
0.127668 -0.0610285 -0.170665
0.0672195 -0.332397 -0.173886
-0.211321 -0.455034 0.128403
0.108761 -0.488705 0.138604
-0.252381 0.0183915 0.219647
-0.246513 0.0295267 0.224776
-0.181553 -0.460245 0.00586898
-0.311807 -0.0846465 0.234612
-0.312079 -0.0781725 0.22419
0.148371 -0.191089 0.270149
-0.250088 0.0457423 0.172771
0.0063987 -0.492186 -0.318522
0.161293 -0.236188 0.252599
0.154448 -0.255446 0.263315
-0.0465757 0.252005 -0.43709
-0.374345 -0.259814 0.0678256
-0.371598 -0.133743 0.108721
0.146182 -0.274529 0.266697
0.36168 0.335361 -0.296949
0.145766 -0.296648 0.262799
0.0341805 0.432781 -0.0701417
0.154609 -0.464745 0.0562384
-0.0441651 -0.042856 0.376118
0.157024 -0.333528 0.25345
-0.150497 0.177279 -0.472215
-0.298776 -0.483786 -0.0956521
-0.239397 0.043855 0.227239
-0.290246 -0.484524 -0.0861054
0.0420378 0.444447 -0.060958
0.0162052 -0.454991 -0.327749
-0.147461 0.2933 -0.283024
0.121516 -0.027339 0.163444
0.11891 -0.205943 -0.120831
0.036465 -0.375695 -0.225005
0.118155 -0.0511695 -0.245893
0.0932629 0.367493 -0.0981088
0.0371443 0.317973 -0.19721
-0.281718 0.00765095 0.0591979
-0.0342804 0.0968845 -0.0653547
0.0960135 -0.248248 -0.18772
0.0434554 0.298283 -0.18167
0.124845 -0.0396109 -0.178421
0.0302729 -0.463618 0.243279
-0.239807 -0.390035 0.302085
0.0619631 -0.35686 -0.172611
0.165523 0.245432 -0.309262
0.286835 0.39263 -0.306872
0.147714 -0.206302 0.273008
0.155621 -0.227754 0.262773
0.15526 -0.241897 0.264057
-0.0894891 0.153596 -0.475461
0.147535 -0.249506 0.273426
0.146402 -0.263244 0.270211
0.0317266 0.112325 -0.256903
-0.00353085 -0.486934 0.18651
0.0329374 0.069085 -0.390594
0.0466075 0.083146 -0.337494
0.0472868 0.0889635 -0.316925
0.046725 0.0840605 -0.304237
0.124946 -0.0626215 -0.241382
0.0392939 -0.361921 -0.224188
0.13014 -0.0819105 -0.173016
-0.268559 0.105703 -0.481585
-0.282342 -0.20195 -0.293959
-0.286262 -0.19353 -0.283121
-0.292126 -0.177876 -0.298914
-0.294119 -0.168472 -0.292665
-0.29663 -0.157231 -0.294241
0.129952 -0.0797205 -0.185788
-0.2995 -0.144075 -0.296556
0.144767 -0.473745 0.128061
0.0525587 0.360761 -0.168631
-0.3001 -0.117854 -0.289565
0.106058 -0.227968 -0.178103
0.0942184 -0.459228 -0.072423
-0.292863 -0.0941225 -0.288336
-0.286345 -0.082122 -0.29083
0.0776993 -0.111211 -0.379494
-0.0379285 0.0477255 -0.467962
-0.20279 -0.0132073 0.328758
0.113219 -0.205239 -0.18184
0.135628 -0.146635 0.279574
-0.266327 -0.0251395 -0.288349
-0.262218 -0.0206963 -0.300156
0.150287 -0.219906 0.270983
0.101965 -0.463957 0.224533
-0.345209 -0.157229 0.201377
0.100755 -0.451759 0.233654
0.148041 -0.233223 0.275762
0.140036 -0.259198 0.281522
0.0775249 -0.35419 0.313173
0.138461 -0.273962 0.277159
-0.356867 -0.339157 0.0746597
-0.356601 -0.347597 0.083461
0.134273 0.405775 0.0424009
0.105816 -0.197494 -0.309039
0.062256 -0.26599 -0.299501
0.048971 -0.269749 -0.309614
0.0270263 -0.436868 0.275911
0.0186045 -0.448887 0.276694
-0.217947 -0.359584 0.386752
-0.207821 -0.3004 -0.256968
-0.0542361 -0.411996 0.439407
-0.380871 -0.235728 0.0581203
0.0747101 -0.226221 -0.342681
-0.125777 -0.166866 -0.448662
-0.309269 -0.419841 0.105196
-0.310947 -0.432656 0.0971676
0.0432891 -0.348296 -0.224005
0.128715 -0.168173 -0.209155
-0.371319 -0.281027 0.121829
-0.384277 -0.206923 0.078509
0.0901626 -0.267229 -0.187667
0.0645493 -0.343877 -0.166647
-0.372719 -0.234063 0.147617
0.131138 -0.0926515 -0.180266
-0.123705 -0.345185 -0.234316
0.131299 -0.117763 -0.182819
0.0330613 -0.211344 0.376229
0.307546 0.295493 -0.310506
-0.268621 0.0360417 0.0776394
-0.274361 0.0238937 0.076135
-0.119321 -0.35331 -0.223175
0.11742 -0.191823 -0.183868
0.131758 -0.131532 -0.179152
-0.0949179 -0.482372 0.251338
-0.104349 -0.173263 -0.448791
0.122588 -0.17861 -0.185957
0.0678318 0.240199 -0.294146
0.120663 -0.183086 -0.173514
-0.291743 -0.0438145 0.0773243
0.143064 -0.218813 0.281105
0.129622 -0.126846 -0.203859
-0.376726 -0.154266 0.073782
0.130925 -0.107645 -0.235346
-0.279509 0.0161438 0.0876281
-0.282739 0.0060871 0.100491
-0.0472262 -0.461419 -0.00707714
-0.0157454 -0.458955 0.0602101
0.0575355 -0.303165 -0.222909
-0.378278 -0.233058 0.114245
0.0618394 -0.294329 -0.21927
-0.139899 0.0117731 -0.459285
-0.00371116 -0.460054 0.0209231
0.0291089 -0.42683 0.285517
0.0459543 0.0668075 -0.340698
-0.271033 -0.0108473 -0.0426672
0.0265418 -0.473948 -0.330032
-0.372141 -0.204109 0.128704
0.0290901 -0.312407 -0.24918
0.0482789 -0.335873 -0.222553
0.0646175 -0.456972 0.238511
0.129559 -0.0715595 -0.235346
-0.262623 0.00684425 0.201479
-0.25175 0.0276597 0.200655
-0.0278558 -0.270745 -0.374577
-0.360422 -0.0941825 0.0726265
0.0306869 0.28074 -0.195211
0.0607389 -0.467847 0.232786
-0.115161 -0.481567 -0.141
0.0790102 -0.263656 -0.26535
0.0472759 -0.457914 -0.273718
-0.133346 -0.467606 0.103333
0.0689123 -0.0767245 -0.378945
0.0412214 -0.449741 -0.282625
-0.325582 -0.067827 0.0546923
0.060957 -0.27705 -0.25869
-0.0109186 -0.460784 -0.00924916
-0.0350845 -0.461722 -0.0268533
-0.0178578 -0.461341 -0.0236103
-0.0104987 -0.422699 0.397803
0.130303 -0.153315 -0.188248
0.0605657 -0.435226 -0.204524
0.0371374 0.062294 -0.378714
-0.0826936 0.0512835 -0.487937
0.244729 0.395308 -0.326684
-0.0326334 -0.459787 0.046267
0.136391 -0.0452861 0.0929404
0.0928304 -0.269668 -0.176024
0.0883477 -0.202701 -0.343848
-0.197472 0.174197 -0.464201
-0.261664 0.117361 -0.47821
0.0437482 0.0526475 -0.34302
0.0574391 -0.137494 0.369338
-0.034059 -0.48349 0.197417
0.130049 -0.096454 -0.237824
-0.203422 0.186085 -0.466315
0.110917 -0.481831 0.00238722
0.130548 -0.147171 -0.198736
-0.111596 -0.46466 -0.0563571
-0.116619 0.181778 -0.473972
-0.0910029 -0.0751885 -0.466297
-0.199276 -0.306709 -0.245741
-0.0330655 -0.401801 -0.280179
0.0750123 -0.291126 -0.201139
0.0789301 -0.29628 -0.180789
-0.149622 0.191702 -0.474063
0.0758391 -0.299969 -0.190794
0.0709892 -0.31218 -0.191931
0.0527398 -0.372579 -0.192398
0.234393 0.25693 -0.324637
0.0584029 -0.35893 -0.186053
0.0926677 0.355738 -0.0908293
0.0955794 0.35637 -0.0774081
0.0664014 -0.332229 -0.185352
0.0670292 -0.324659 -0.194365
0.0467851 0.0959475 -0.309284
0.0577829 -0.412603 -0.186026
